packet,src_ip,src_port,dst_ip,dst_port,udp_payload_len,latitude_deg,longitude_deg,ads_id,gps_time_raw_ms,gps_time_s,gps_week,fs_message1,fs_message2,bat_state1,bat_state2,bat_state3,bat_state4,mpc_flags,posi_rms_m,lat_dev_m,dist_x_m,dist_y_m,x_rel_m,y_rel_m,x_rel_vut_m,y_rel_vut_m,ttc_s,heading_deg,speed_kmh,speed_e_kmh,speed_n_kmh,ax_mps2,ay_mps2,dyaw_dps,bvolt1_v,bvolt2_v,bvolt3_v,bvolt4_v,btemp1_c,btemp2_c,btemp3_c,btemp4_c,bcurr1_a,bcurr2_a,bcurr3_a,bcurr4_a,mtemp1_c,mtemp2_c,mtemp3_c,mtemp4_c,cpu_temp_c,steering_angle_deg,steering_pwm,mov_pwm1,mov_pwm2,mov_pwm3,mov_pwm4,brake_pwm,sr_sw1,sr_sw2,sr_sw3,sr_sw4,reserved,sender,version,message_id,counter,gnss_status,ins_status,soc1,soc2,soc3,soc4,operation_mode,test_state
1172,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053550,274053.55,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,148,6,0,92,0,0,0,11,0
1173,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053560,274053.56,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,149,6,0,92,0,0,0,11,0
1174,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053560,274053.56,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,149,6,0,92,0,0,0,11,0
1175,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053570,274053.57,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,150,6,0,92,0,0,0,11,0
1176,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053580,274053.58,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,151,6,0,92,0,0,0,11,0
1177,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053580,274053.58,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,151,6,0,92,0,0,0,11,0
1178,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053590,274053.59,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,152,6,0,92,0,0,0,11,0
1179,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053600,274053.6,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,153,6,0,92,0,0,0,11,0
1180,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053610,274053.61,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,154,6,0,92,0,0,0,11,0
1181,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053610,274053.61,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,154,6,0,92,0,0,0,11,0
1184,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053620,274053.62,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,155,6,0,92,0,0,0,11,0
1185,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053630,274053.63,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,156,6,0,92,0,0,0,11,0
1186,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053630,274053.63,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,156,6,0,92,0,0,0,11,0
1187,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053640,274053.64,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,157,6,0,92,0,0,0,11,0
1188,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053650,274053.65,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,158,6,0,92,0,0,0,11,0
1189,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942420277,121.208700708423,1290924,274053650,274053.65,2421,83886080,65536,0,0,0,0,0,5.11910057067871,0,0,0,0,0,500000,0,0,0,0,0.03,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,158,6,0,92,0,0,0,11,0
1190,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053660,274053.66,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,159,6,0,92,0,0,0,11,0
1191,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053670,274053.67,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,160,6,0,92,0,0,0,11,0
1192,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053680,274053.68,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,161,6,0,92,0,0,0,11,0
1193,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053680,274053.68,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,161,6,0,92,0,0,0,11,0
1194,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053690,274053.69,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,162,6,0,92,0,0,0,11,0
1195,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053700,274053.7,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,163,6,0,92,0,0,0,11,0
1196,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053700,274053.7,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,163,6,0,92,0,0,0,11,0
1197,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053710,274053.71,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,164,6,0,92,0,0,0,11,0
1198,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053720,274053.72,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,165,6,0,92,0,0,0,11,0
1199,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053720,274053.72,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,165,6,0,92,0,0,0,11,0
1200,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053730,274053.73,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,166,6,0,92,0,0,0,11,0
1201,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053740,274053.74,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,167,6,0,92,0,0,0,11,0
1202,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053750,274053.75,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,168,6,0,92,0,0,0,11,0
1203,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053750,274053.75,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,168,6,0,92,0,0,0,11,0
1204,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053760,274053.76,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,169,6,0,92,0,0,0,11,0
1205,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053770,274053.77,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,170,6,0,92,0,0,0,11,0
1206,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053770,274053.77,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,170,6,0,92,0,0,0,11,0
1207,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053780,274053.78,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,171,6,0,92,0,0,0,11,0
1208,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053790,274053.79,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,172,6,0,92,0,0,0,11,0
1209,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053790,274053.79,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,172,6,0,92,0,0,0,11,0
1210,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053800,274053.8,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,173,6,0,92,0,0,0,11,0
1211,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053810,274053.81,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,174,6,0,92,0,0,0,11,0
1212,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053820,274053.82,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,175,6,0,92,0,0,0,11,0
1213,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053820,274053.82,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,175,6,0,92,0,0,0,11,0
1214,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053830,274053.83,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,176,6,0,92,0,0,0,11,0
1215,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053840,274053.84,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,177,6,0,92,0,0,0,11,0
1216,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053840,274053.84,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,177,6,0,92,0,0,0,11,0
1217,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942530067,121.208700740713,1290924,274053850,274053.85,2421,83886080,65536,0,0,0,0,0,5.11919450759888,0,0,0,0,0,500000,0,0,0,0,-0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,178,6,0,92,0,0,0,11,0
1218,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053860,274053.86,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,179,6,0,92,0,0,0,11,0
1220,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053860,274053.86,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,179,6,0,92,0,0,0,11,0
1221,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053870,274053.87,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,180,6,0,92,0,0,0,11,0
1222,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053880,274053.88,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,181,6,0,92,0,0,0,11,0
1223,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053890,274053.89,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,182,6,0,92,0,0,0,11,0
1224,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053890,274053.89,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,182,6,0,92,0,0,0,11,0
1225,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053900,274053.9,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,183,6,0,92,0,0,0,11,0
1226,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053910,274053.91,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,184,6,0,92,0,0,0,11,0
1227,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053910,274053.91,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,184,6,0,92,0,0,0,11,0
1228,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053920,274053.92,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,185,6,0,92,0,0,0,11,0
1229,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053930,274053.93,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,186,6,0,92,0,0,0,11,0
1230,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053930,274053.93,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,186,6,0,92,0,0,0,11,0
1231,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053940,274053.94,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,187,6,0,92,0,0,0,11,0
1232,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053950,274053.95,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,188,6,0,92,0,0,0,11,0
1233,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053960,274053.96,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,189,6,0,92,0,0,0,11,0
1234,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053960,274053.96,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,189,6,0,92,0,0,0,11,0
1235,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053970,274053.97,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,190,6,0,92,0,0,0,11,0
1236,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053980,274053.98,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,191,6,0,92,0,0,0,11,0
1237,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053980,274053.98,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,191,6,0,92,0,0,0,11,0
1238,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274053990,274053.99,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,192,6,0,92,0,0,0,11,0
1239,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274054000,274054,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,193,6,0,92,0,0,0,11,0
1240,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274054000,274054,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,193,6,0,92,0,0,0,11,0
1241,192.168.88.100,31000,192.168.88.3,31100,176,31.2916942712456,121.208700675434,1290924,274054010,274054.01,2421,83886080,65536,0,0,0,0,0,5.11928844451904,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,194,6,0,92,0,0,0,11,0
