packet,src_ip,src_port,dst_ip,dst_port,udp_payload_len,latitude_deg,longitude_deg,ads_id,gps_time_raw_ms,gps_time_s,gps_week,fs_message1,fs_message2,bat_state1,bat_state2,bat_state3,bat_state4,mpc_flags,posi_rms_m,lat_dev_m,dist_x_m,dist_y_m,x_rel_m,y_rel_m,x_rel_vut_m,y_rel_vut_m,ttc_s,heading_deg,speed_kmh,speed_e_kmh,speed_n_kmh,ax_mps2,ay_mps2,dyaw_dps,bvolt1_v,bvolt2_v,bvolt3_v,bvolt4_v,btemp1_c,btemp2_c,btemp3_c,btemp4_c,bcurr1_a,bcurr2_a,bcurr3_a,bcurr4_a,mtemp1_c,mtemp2_c,mtemp3_c,mtemp4_c,cpu_temp_c,steering_angle_deg,steering_pwm,mov_pwm1,mov_pwm2,mov_pwm3,mov_pwm4,brake_pwm,sr_sw1,sr_sw2,sr_sw3,sr_sw4,reserved,sender,version,message_id,counter,gnss_status,ins_status,soc1,soc2,soc3,soc4,operation_mode,test_state
317,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047700,274047.7,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,75,6,0,92,0,0,0,11,0
318,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047700,274047.7,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,75,6,0,92,0,0,0,11,0
319,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047710,274047.71,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,76,6,0,92,0,0,0,11,0
320,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047720,274047.72,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,77,6,0,92,0,0,0,11,0
321,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047730,274047.73,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,78,6,0,92,0,0,0,11,0
322,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047730,274047.73,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,78,6,0,92,0,0,0,11,0
323,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047740,274047.74,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,79,6,0,92,0,0,0,11,0
324,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047750,274047.75,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,80,6,0,92,0,0,0,11,0
325,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047750,274047.75,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,80,6,0,92,0,0,0,11,0
326,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047760,274047.76,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,81,6,0,92,0,0,0,11,0
327,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047770,274047.77,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,82,6,0,92,0,0,0,11,0
328,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047770,274047.77,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,82,6,0,92,0,0,0,11,0
329,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047780,274047.78,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,83,6,0,92,0,0,0,11,0
330,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047790,274047.79,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,84,6,0,92,0,0,0,11,0
331,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047800,274047.8,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,85,6,0,92,0,0,0,11,0
332,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047800,274047.8,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,85,6,0,92,0,0,0,11,0
333,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047810,274047.81,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,86,6,0,92,0,0,0,11,0
334,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047820,274047.82,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,87,6,0,92,0,0,0,11,0
335,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047820,274047.82,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,87,6,0,92,0,0,0,11,0
336,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047830,274047.83,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,88,6,0,92,0,0,0,11,0
337,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047840,274047.84,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,89,6,0,92,0,0,0,11,0
338,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047840,274047.84,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,89,6,0,92,0,0,0,11,0
339,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047850,274047.85,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,90,6,0,92,0,0,0,11,0
341,192.168.88.100,31000,192.168.88.3,31100,176,31.291693084933,121.208700386289,1290924,274047860,274047.86,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,-0.01,0.02,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,91,6,0,92,0,0,0,11,0
342,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047870,274047.87,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,92,6,0,92,0,0,0,11,0
343,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047870,274047.87,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,92,6,0,92,0,0,0,11,0
344,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047880,274047.88,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,93,6,0,92,0,0,0,11,0
345,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047890,274047.89,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,94,6,0,92,0,0,0,11,0
346,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047890,274047.89,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,94,6,0,92,0,0,0,11,0
347,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047900,274047.9,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,95,6,0,92,0,0,0,11,0
348,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047910,274047.91,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,96,6,0,92,0,0,0,11,0
349,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047910,274047.91,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,96,6,0,92,0,0,0,11,0
350,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047920,274047.92,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,97,6,0,92,0,0,0,11,0
351,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047930,274047.93,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,98,6,0,92,0,0,0,11,0
352,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047940,274047.94,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,99,6,0,92,0,0,0,11,0
353,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047940,274047.94,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,99,6,0,92,0,0,0,11,0
354,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047950,274047.95,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,100,6,0,92,0,0,0,11,0
355,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047960,274047.96,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,101,6,0,92,0,0,0,11,0
356,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047960,274047.96,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,101,6,0,92,0,0,0,11,0
357,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047970,274047.97,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,102,6,0,92,0,0,0,11,0
358,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047980,274047.98,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,103,6,0,92,0,0,0,11,0
359,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047980,274047.98,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,103,6,0,92,0,0,0,11,0
360,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274047990,274047.99,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,104,6,0,92,0,0,0,11,0
361,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048000,274048,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,105,6,0,92,0,0,0,11,0
362,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048010,274048.01,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,106,6,0,92,0,0,0,11,0
363,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048010,274048.01,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,106,6,0,92,0,0,0,11,0
364,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048020,274048.02,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,107,6,0,92,0,0,0,11,0
365,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048030,274048.03,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,108,6,0,92,0,0,0,11,0
366,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048030,274048.03,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,108,6,0,92,0,0,0,11,0
367,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048040,274048.04,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,109,6,0,92,0,0,0,11,0
368,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048050,274048.05,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,110,6,0,92,0,0,0,11,0
369,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048050,274048.05,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,110,6,0,92,0,0,0,11,0
370,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048060,274048.06,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,111,6,0,92,0,0,0,11,0
371,192.168.88.100,31000,192.168.88.3,31100,176,31.2916931955961,121.20870054054,1290924,274048070,274048.07,2421,83886080,65536,0,0,0,0,0,5.11637401580811,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,112,6,0,92,0,0,0,11,0
372,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048080,274048.08,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,113,6,0,92,0,0,0,11,0
373,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048080,274048.08,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,113,6,0,92,0,0,0,11,0
374,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048090,274048.09,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,114,6,0,92,0,0,0,11,0
375,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048100,274048.1,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,115,6,0,92,0,0,0,11,0
376,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048100,274048.1,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,115,6,0,92,0,0,0,11,0
377,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048110,274048.11,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,116,6,0,92,0,0,0,11,0
378,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048120,274048.12,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,117,6,0,92,0,0,0,11,0
379,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048120,274048.12,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,117,6,0,92,0,0,0,11,0
380,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048130,274048.13,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,118,6,0,92,0,0,0,11,0
381,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048140,274048.14,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,119,6,0,92,0,0,0,11,0
382,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048150,274048.15,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,120,6,0,92,0,0,0,11,0
383,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048150,274048.15,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,120,6,0,92,0,0,0,11,0
384,192.168.88.100,31000,192.168.88.3,31100,176,31.2916932568535,121.208700546501,1290924,274048160,274048.16,2421,83886080,65536,0,0,0,0,0,5.1165623664856,0,0,0,0,0,500000,0,0,0,0,0.01,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,121,6,0,92,0,0,0,11,0
